ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
148978,2026-01-28 9:00:00,0.61,0.01,-1.06
148979,2026-01-28 9:10:00,0.75,0.01,-1.31
148980,2026-01-28 9:20:00,1.37,0.01,-1.67
148981,2026-01-28 9:30:00,1.92,0.01,-1.26
148982,2026-01-28 9:40:00,1.26,0.01,-1.26
148983,2026-01-28 9:50:00,1.53,0.01,-0.87
148984,2026-01-28 10:00:00,0.93,0.01,-0.75
148985,2026-01-28 10:10:00,0.69,0.01,-0.74
148986,2026-01-28 10:20:00,0.39,0.01,-1.11
148987,2026-01-28 10:30:00,0.71,0.01,-1.25
148988,2026-01-28 10:40:00,1.29,0.01,-1.17
148989,2026-01-28 10:50:00,1.68,0.01,-0.8
148990,2026-01-28 11:00:00,1.4,0.01,-0.21
148991,2026-01-28 11:10:00,0.86,0.01,0.15
148992,2026-01-28 11:20:00,1.31,0.01,0.37
148993,2026-01-28 11:30:00,0.91,0.01,0.48
148994,2026-01-28 11:40:00,0.94,0.01,0.36
148995,2026-01-28 11:50:00,0.73,0.01,0.26
148996,2026-01-28 12:00:00,0.8,0.01,0.49
148997,2026-01-28 12:10:00,0.71,0.01,1.02
148998,2026-01-28 12:20:00,0.76,0.01,1.38
148999,2026-01-28 12:30:00,1.04,0.01,1.53
149000,2026-01-28 12:40:00,1.31,0.01,1.32
149001,2026-01-28 12:50:00,2.47,0.01,1.13
149002,2026-01-28 13:00:00,3.92,0.01,0.48
149003,2026-01-28 13:10:00,2.96,0.01,0.15
149004,2026-01-28 13:20:00,2.8,0.01,0.01
149005,2026-01-28 13:30:00,2.21,0.01,-0.11
149006,2026-01-28 13:40:00,1.48,0.01,-0.14
149007,2026-01-28 13:50:00,0.95,0.01,-0.04
149008,2026-01-28 14:00:00,0.75,0.01,0.13
149009,2026-01-28 14:10:00,0.81,0.01,0.76
149010,2026-01-28 14:20:00,1.13,0.01,1.63
149011,2026-01-28 14:30:00,1.47,0.01,2.08
149012,2026-01-28 14:40:00,1.97,0.01,1.8
149013,2026-01-28 14:50:00,3.59,0.01,1.12
149014,2026-01-28 15:00:00,4.89,0.04,0.96
149015,2026-01-28 15:10:00,4.87,0.05,0.72
149016,2026-01-28 15:20:00,4.68,0.03,0.46
149017,2026-01-28 15:30:00,3.45,0,0.2
149018,2026-01-28 15:40:00,4.72,0.04,0.15
149019,2026-01-28 15:50:00,6.29,0.15,-0.1
149020,2026-01-28 16:00:00,6.01,0.13,-0.3
149021,2026-01-28 16:10:00,5.83,0.11,-0.46
149022,2026-01-28 16:20:00,5.79,0.12,-0.38
149023,2026-01-28 16:30:00,5.72,0.11,-0.45
149024,2026-01-28 16:40:00,5.98,0.14,-0.32
149025,2026-01-28 16:50:00,6.04,0.14,-0.25
149026,2026-01-28 17:00:00,6.85,0.22,-0.2
149027,2026-01-28 17:10:00,6.92,0.26,-0.31
149028,2026-01-28 17:20:00,6.72,0.22,-0.47
149029,2026-01-28 17:30:00,6.42,0.18,-0.59
149030,2026-01-28 17:40:00,6.78,0.23,-0.61
149031,2026-01-28 17:50:00,6.01,0.14,-0.61
149032,2026-01-28 18:00:00,5.83,0.14,-0.68
149033,2026-01-28 18:10:00,6.18,0.16,-0.82
149034,2026-01-28 18:20:00,6.17,0.17,-0.9
149035,2026-01-28 18:30:00,5.57,0.12,-0.96
149036,2026-01-28 18:40:00,5.7,0.13,-1.06
149037,2026-01-28 18:50:00,6.03,0.17,-1.19
149038,2026-01-28 19:00:00,6.64,0.23,-1.3
149039,2026-01-28 19:10:00,7.27,0.37,-1.28
149040,2026-01-28 19:20:00,7.44,0.39,-1.23
149041,2026-01-28 19:30:00,7.97,0.45,-1.24
149042,2026-01-28 19:40:00,8.46,0.52,-1.21
149043,2026-01-28 19:50:00,10.87,0.91,-1.09
149044,2026-01-28 20:00:00,10.55,0.88,-0.91
149045,2026-01-28 20:10:00,9.81,0.77,-0.71
149046,2026-01-28 20:20:00,9.05,0.68,-0.63
149047,2026-01-28 20:30:00,7.79,0.49,-0.84
149048,2026-01-28 20:40:00,9.83,0.75,-0.65
149049,2026-01-28 20:50:00,9.16,0.65,-0.42
149050,2026-01-28 21:00:00,9.42,0.7,-0.57
149051,2026-01-28 21:10:00,8.96,0.67,-0.65
149052,2026-01-28 21:20:00,8.19,0.52,-0.92
149053,2026-01-28 21:30:00,8.03,0.49,-1.05
149054,2026-01-28 21:40:00,7.17,0.33,-1.14
149055,2026-01-28 21:50:00,6.91,0.25,-1.7
149056,2026-01-28 22:00:00,6.58,0.24,-1.69
149057,2026-01-28 22:10:00,7.47,0.4,-2.33
149058,2026-01-28 22:20:00,7.66,0.45,-1.52
149059,2026-01-28 22:30:00,7.64,0.43,-1.77
149060,2026-01-28 22:40:00,7.14,0.3,-2.44
149061,2026-01-28 22:50:00,6.81,0.22,-2.47
149062,2026-01-28 23:00:00,6.5,0.24,-2.1
149063,2026-01-28 23:10:00,7.35,0.37,-2.25
149064,2026-01-28 23:20:00,6.47,0.23,-2.4
149065,2026-01-28 23:30:00,5.16,0.1,-2.53
149066,2026-01-28 23:40:00,5.2,0.09,-2.59
149067,2026-01-28 23:50:00,6.56,0.19,-2.81
149068,2026-01-29 0:00:00,6.33,0.21,-2.79
149069,2026-01-29 0:10:00,6.41,0.27,-2.62
149070,2026-01-29 0:20:00,6.77,0.3,-1.82
149071,2026-01-29 0:30:00,7.04,0.26,-1.97
149072,2026-01-29 0:40:00,7.02,0.29,-2.31
149073,2026-01-29 0:50:00,6.61,0.26,-2.37
149074,2026-01-29 1:00:00,6.16,0.17,-2.39
149075,2026-01-29 1:10:00,5.43,0.1,-2.41
149076,2026-01-29 1:20:00,4.94,0.09,-2.44
149077,2026-01-29 1:30:00,5.5,0.12,-2.33
149078,2026-01-29 1:40:00,5.94,0.16,-2.28
149079,2026-01-29 1:50:00,6.22,0.2,-2.32
149080,2026-01-29 2:00:00,6.57,0.24,-1.57
149081,2026-01-29 2:10:00,6.61,0.22,-1.05
149082,2026-01-29 2:20:00,6.33,0.2,-1.69
149083,2026-01-29 2:30:00,6.1,0.19,-2.12
149084,2026-01-29 2:40:00,5.92,0.16,-1.58
149085,2026-01-29 2:50:00,6.03,0.16,0
149086,2026-01-29 3:00:00,5.77,0.16,-0.19
149087,2026-01-29 3:10:00,5.61,0.13,-0.29
149088,2026-01-29 3:20:00,5.75,0.15,-0.61
149089,2026-01-29 3:30:00,6.03,0.19,-2.12
149090,2026-01-29 3:40:00,6.8,0.31,-1.81
149091,2026-01-29 3:50:00,6.87,0.31,-1.68
149092,2026-01-29 4:00:00,6.99,0.3,-1.7
149093,2026-01-29 4:10:00,6.49,0.22,-1.56
149094,2026-01-29 4:20:00,5.46,0.12,-1.06
149095,2026-01-29 4:30:00,5.71,0.13,-2.11
149096,2026-01-29 4:40:00,5.61,0.11,-2.35
149097,2026-01-29 4:50:00,4.78,0.06,-2.51
149098,2026-01-29 5:00:00,4.85,0.05,-2.58
149099,2026-01-29 5:10:00,4.67,0.06,-2.62
149100,2026-01-29 5:20:00,3.57,0.03,-2.8
149101,2026-01-29 5:30:00,3.51,0.02,-2.84
149102,2026-01-29 5:40:00,2.94,0.01,-2.91
149103,2026-01-29 5:50:00,2.57,0.01,-3.12
149104,2026-01-29 6:00:00,2.05,0.01,-2.89
149105,2026-01-29 6:10:00,2.32,0.01,-2.64
149106,2026-01-29 6:20:00,3.63,0.01,-2.54
149107,2026-01-29 6:30:00,3.55,0.01,-2.53
149108,2026-01-29 6:40:00,3.54,0.01,-2.5
149109,2026-01-29 6:50:00,3.38,0.01,-2.3
149110,2026-01-29 7:00:00,3.91,0.03,-0.68
149111,2026-01-29 7:10:00,3.11,0.01,-1.95
149112,2026-01-29 7:20:00,2.69,0,-2.24
149113,2026-01-29 7:30:00,1.66,0.01,-2.66
149114,2026-01-29 7:40:00,1.69,0.01,-2.82
149115,2026-01-29 7:50:00,1.55,0.01,-2.78
149116,2026-01-29 8:00:00,1.47,0.01,-2.75
149117,2026-01-29 8:10:00,1.15,0.01,-2.81
149118,2026-01-29 8:20:00,1.33,0.01,-2.74
149119,2026-01-29 8:30:00,1.33,0.01,-2.66
149120,2026-01-29 8:40:00,1.81,0.01,-2.75
149121,2026-01-29 8:50:00,2.29,0.01,-2.7
149122,2026-01-29 9:00:00,3.15,0.01,-2.61
149123,2026-01-29 9:10:00,3.08,0.01,-2.39
149124,2026-01-29 9:20:00,3.01,0.01,-1.07
149125,2026-01-29 9:30:00,4.08,0.01,-1.04
149126,2026-01-29 9:40:00,4.96,0.04,-0.99
149127,2026-01-29 9:50:00,4.37,0.04,-0.41
149128,2026-01-29 10:00:00,3.69,0.03,-0.09
149129,2026-01-29 10:10:00,4.22,0.03,-0.22
149130,2026-01-29 10:20:00,4.72,0.05,-0.21
149131,2026-01-29 10:30:00,4.38,0.05,-0.49
149132,2026-01-29 10:40:00,4.33,0.04,-0.34
149133,2026-01-29 10:50:00,4.06,0.04,-0.02
149134,2026-01-29 11:00:00,3.73,0.03,0.37
149135,2026-01-29 11:10:00,3.15,0.01,0.79
149136,2026-01-29 11:20:00,2.88,0,1.14
149137,2026-01-29 11:30:00,2.35,0.01,1.66
149138,2026-01-29 11:40:00,1.94,0.01,1.45
149139,2026-01-29 11:50:00,2.07,0.01,1.52
149140,2026-01-29 12:00:00,1.63,0.01,2.2
149141,2026-01-29 12:10:00,1.65,0.01,2.92
149142,2026-01-29 12:20:00,3.36,0.01,3.17
149143,2026-01-29 12:30:00,5.28,0.08,2.74
149144,2026-01-29 12:40:00,8.22,0.5,2.92
149145,2026-01-29 12:50:00,8.8,0.6,3.28
149146,2026-01-29 13:00:00,9.8,0.79,3.2
149147,2026-01-29 13:10:00,9.61,0.75,3.47
149148,2026-01-29 13:20:00,8.93,0.7,3.74
149149,2026-01-29 13:30:00,9.12,0.68,4.02
149150,2026-01-29 13:40:00,9.23,0.69,4.12
149151,2026-01-29 13:50:00,9.39,0.74,4.28
149152,2026-01-29 14:00:00,10.35,0.89,4.19
149153,2026-01-29 14:10:00,10.25,0.87,4.3
149154,2026-01-29 14:20:00,9.7,0.76,4.61
149155,2026-01-29 14:30:00,10.6,0.91,4.46
149156,2026-01-29 14:40:00,9.85,0.82,4.58
149157,2026-01-29 14:50:00,10.36,0.86,4.56
149158,2026-01-29 15:00:00,9.42,0.73,4.8
149159,2026-01-29 15:10:00,10.12,0.87,4.72
149160,2026-01-29 15:20:00,10.59,0.93,4.72
149161,2026-01-29 15:30:00,9.73,0.82,4.82
149162,2026-01-29 15:40:00,11.09,0.97,4.57
149163,2026-01-29 15:50:00,10.73,0.94,4.66
149164,2026-01-29 16:00:00,10.88,0.96,4.54
149165,2026-01-29 16:10:00,11.06,0.97,4.46
149166,2026-01-29 16:20:00,11.05,0.96,4.54
149167,2026-01-29 16:30:00,10.87,0.95,4.42
149168,2026-01-29 16:40:00,11.41,0.98,4.23
149169,2026-01-29 16:50:00,10.79,0.95,4.13
149170,2026-01-29 17:00:00,10.6,0.94,3.94
149171,2026-01-29 17:10:00,10.62,0.93,3.84
149172,2026-01-29 17:20:00,11.01,0.99,3.72
149173,2026-01-29 17:30:00,11.14,0.99,3.53
149174,2026-01-29 17:40:00,11.1,0.98,3.32
149175,2026-01-29 17:50:00,11.17,0.99,3.22
149176,2026-01-29 18:00:00,11.06,0.98,3.14
149177,2026-01-29 18:10:00,10.57,0.91,3.03
149178,2026-01-29 18:20:00,10.82,0.95,2.97
149179,2026-01-29 18:30:00,10.68,0.96,2.92
149180,2026-01-29 18:40:00,10.45,0.89,2.93
149181,2026-01-29 18:50:00,9.8,0.82,2.67
149182,2026-01-29 19:00:00,10.06,0.83,2.61
149183,2026-01-29 19:10:00,10.35,0.87,2.54
149184,2026-01-29 19:20:00,10.75,0.94,2.51
149185,2026-01-29 19:30:00,10.7,0.98,2.44
149186,2026-01-29 19:40:00,11.41,0.99,2.41
149187,2026-01-29 19:50:00,11.85,0.99,2.43
149188,2026-01-29 20:00:00,11.46,0.99,2.37
149189,2026-01-29 20:10:00,11.31,0.99,2.36
149190,2026-01-29 20:20:00,11.09,0.99,2.4
149191,2026-01-29 20:30:00,11.21,0.99,2.36
149192,2026-01-29 20:40:00,10.5,0.95,2.14
149193,2026-01-29 20:50:00,11.08,0.99,1.88
149194,2026-01-29 21:00:00,11.95,0.99,1.75
149195,2026-01-29 21:10:00,12.76,0.99,1.59
149196,2026-01-29 21:20:00,12.41,0.99,1.46
149197,2026-01-29 21:30:00,12.4,0.99,1.36
149198,2026-01-29 21:40:00,13.2,0.99,1.13
149199,2026-01-29 21:50:00,12.61,0.99,1.01
149200,2026-01-29 22:00:00,12.76,0.99,0.99
149201,2026-01-29 22:10:00,12.8,0.99,0.93
149202,2026-01-29 22:20:00,12.82,0.99,0.88
149203,2026-01-29 22:30:00,12.13,0.99,0.78
149204,2026-01-29 22:40:00,12.09,0.99,0.83
149205,2026-01-29 22:50:00,12.7,0.99,0.86
149206,2026-01-29 23:00:00,12.8,0.99,0.93
149207,2026-01-29 23:10:00,12.06,0.99,0.97
149208,2026-01-29 23:20:00,11.95,0.99,0.84
149209,2026-01-29 23:30:00,12,0.99,0.72
149210,2026-01-29 23:40:00,11.78,0.99,0.62
149211,2026-01-29 23:50:00,11.18,0.99,0.56
149212,2026-01-30 0:00:00,11.16,0.99,0.58
149213,2026-01-30 0:10:00,11.05,0.99,0.56
149214,2026-01-30 0:20:00,10.74,0.97,0.61
149215,2026-01-30 0:30:00,9.67,0.77,0.57
149216,2026-01-30 0:40:00,8.9,0.67,0.39
149217,2026-01-30 0:50:00,8.83,0.64,0.38
149218,2026-01-30 1:00:00,8.84,0.64,0.37
149219,2026-01-30 1:10:00,8.99,0.64,0.32
149220,2026-01-30 1:20:00,8.53,0.61,0.31
149221,2026-01-30 1:30:00,8.64,0.66,0.27
149222,2026-01-30 1:40:00,9.16,0.73,0.16
149223,2026-01-30 1:50:00,9.83,0.82,0.09
149224,2026-01-30 2:00:00,10.44,0.91,0.04
149225,2026-01-30 2:10:00,9.96,0.83,0.03
149226,2026-01-30 2:20:00,8.72,0.68,-0.02
149227,2026-01-30 2:30:00,7.87,0.51,-0.08
149228,2026-01-30 2:40:00,8.29,0.55,-0.07
149229,2026-01-30 2:50:00,7.86,0.51,-0.3
149230,2026-01-30 3:00:00,8.17,0.53,-0.54
149231,2026-01-30 3:10:00,8.8,0.59,-0.37
149232,2026-01-30 3:20:00,8.24,0.5,-0.67
149233,2026-01-30 3:30:00,7.8,0.43,-0.64
149234,2026-01-30 3:40:00,8.1,0.48,-1.06
149235,2026-01-30 3:50:00,7.84,0.48,-1.13
149236,2026-01-30 4:00:00,7.34,0.4,-1.14
149237,2026-01-30 4:10:00,7.3,0.39,-1.47
149238,2026-01-30 4:20:00,7.09,0.34,-1.58
149239,2026-01-30 4:30:00,8.12,0.54,-1.2
149240,2026-01-30 4:40:00,7.93,0.5,-1.34
149241,2026-01-30 4:50:00,6.92,0.33,-1.17
149242,2026-01-30 5:00:00,7.91,0.52,-1.41
149243,2026-01-30 5:10:00,8.49,0.66,-1.25
149244,2026-01-30 5:20:00,9.93,0.86,-1.02
149245,2026-01-30 5:30:00,9.76,0.84,-1.01
149246,2026-01-30 5:40:00,9.95,0.86,-1.03
149247,2026-01-30 5:50:00,9.62,0.82,-1.12
149248,2026-01-30 6:00:00,9.43,0.76,-1.12
149249,2026-01-30 6:10:00,8.96,0.66,-1.11
149250,2026-01-30 6:20:00,8.79,0.66,-1.17
149251,2026-01-30 6:30:00,9,0.68,-1.08
149252,2026-01-30 6:40:00,9.01,0.69,-1.16
149253,2026-01-30 6:50:00,8.93,0.66,-1.33
149254,2026-01-30 7:00:00,8.09,0.54,-1.35
149255,2026-01-30 7:10:00,7.81,0.54,-1.73
149256,2026-01-30 7:20:00,7.98,0.57,-1.47
149257,2026-01-30 7:30:00,7.88,0.54,-1.71
149258,2026-01-30 7:40:00,7.02,0.4,-1.57
149259,2026-01-30 7:50:00,7.09,0.38,-1.55
149260,2026-01-30 8:00:00,7.92,0.51,-1.76
149261,2026-01-30 8:10:00,8.81,0.65,-1.66
149262,2026-01-30 8:20:00,8.14,0.51,-1.32
149263,2026-01-30 8:30:00,7.65,0.48,-0.93
149264,2026-01-30 8:40:00,7.91,0.49,-1.68
149265,2026-01-30 8:50:00,7.94,0.5,-1.52
149266,2026-01-30 9:00:00,7.57,0.47,-1.52
149267,2026-01-30 9:10:00,8.08,0.55,-1.65
149268,2026-01-30 9:20:00,10.18,0.87,-1.36
149269,2026-01-30 9:30:00,10.68,0.96,-1.07
149270,2026-01-30 9:40:00,10.98,0.98,-0.92
149271,2026-01-30 9:50:00,10.97,0.96,-0.81
149272,2026-01-30 10:00:00,11.1,0.95,-0.7
149273,2026-01-30 10:10:00,10.42,0.88,-0.45
149274,2026-01-30 10:20:00,10.95,0.97,-0.49
149275,2026-01-30 10:30:00,11.28,0.98,-0.5
149276,2026-01-30 10:40:00,11.12,0.97,-0.39
149277,2026-01-30 10:50:00,10.9,0.93,0
149278,2026-01-30 11:00:00,11.22,0.95,0.2
149279,2026-01-30 11:10:00,12.81,0.98,0.07
149280,2026-01-30 11:20:00,12.7,0.98,0.42
149281,2026-01-30 11:30:00,11.83,0.98,0.81
149282,2026-01-30 11:40:00,11.52,0.98,1.16
149283,2026-01-30 11:50:00,11.62,0.96,1.46
149284,2026-01-30 12:00:00,11.94,0.97,1.59
149285,2026-01-30 12:10:00,12.2,0.99,1.66
149286,2026-01-30 12:20:00,12.36,0.99,1.94
149287,2026-01-30 12:30:00,11.09,0.94,2.29
149288,2026-01-30 12:40:00,11.8,0.98,2.21
149289,2026-01-30 12:50:00,13.1,0.99,2.2
149290,2026-01-30 13:00:00,13.05,0.99,2.38
149291,2026-01-30 13:10:00,11.99,0.98,2.94
149292,2026-01-30 13:20:00,12.63,0.99,3.04
149293,2026-01-30 13:30:00,12.82,0.99,3.13
149294,2026-01-30 13:40:00,12.67,0.99,3.44
149295,2026-01-30 13:50:00,11.88,0.97,3.84
149296,2026-01-30 14:00:00,12.44,0.98,3.99
149297,2026-01-30 14:10:00,12.29,0.99,4.29
149298,2026-01-30 14:20:00,11.61,0.98,4.5
149299,2026-01-30 14:30:00,11.52,0.95,4.94
149300,2026-01-30 14:40:00,11.52,0.96,5.11
149301,2026-01-30 14:50:00,11.52,0.98,5.31
149302,2026-01-30 15:00:00,11.31,0.94,5.56
149303,2026-01-30 15:10:00,11.13,0.95,5.75
149304,2026-01-30 15:20:00,11.83,0.99,5.52
149305,2026-01-30 15:30:00,11.55,0.98,5.72
149306,2026-01-30 15:40:00,11.44,0.96,5.8
149307,2026-01-30 15:50:00,11.79,0.98,5.91
149308,2026-01-30 16:00:00,11.97,0.99,5.76
149309,2026-01-30 16:10:00,12.27,0.95,5.81
149310,2026-01-30 16:20:00,10.91,0.93,5.76
149311,2026-01-30 16:30:00,11.62,0.98,5.55
149312,2026-01-30 16:40:00,11.39,0.97,5.39
149313,2026-01-30 16:50:00,12.06,0.99,5.04
149314,2026-01-30 17:00:00,11.85,0.99,4.9
149315,2026-01-30 17:10:00,11.15,0.97,4.79
149316,2026-01-30 17:20:00,11.43,0.99,4.79
149317,2026-01-30 17:30:00,11.84,0.99,4.18
149318,2026-01-30 17:40:00,11.69,0.99,3.96
149319,2026-01-30 17:50:00,11.22,0.98,3.99
149320,2026-01-30 18:00:00,11.42,0.99,3.87
149321,2026-01-30 18:10:00,10.63,0.9,3.65
149322,2026-01-30 18:20:00,10.06,0.81,3.45
149323,2026-01-30 18:30:00,9.59,0.74,3.22
149324,2026-01-30 18:40:00,8.89,0.66,2.95
149325,2026-01-30 18:50:00,8.76,0.63,2.75
149326,2026-01-30 19:00:00,9.61,0.8,2.68
149327,2026-01-30 19:10:00,9.21,0.74,2.45
149328,2026-01-30 19:20:00,10.59,0.94,2.36
149329,2026-01-30 19:30:00,10.57,0.89,2.35
149330,2026-01-30 19:40:00,9.46,0.71,2.33
149331,2026-01-30 19:50:00,9.78,0.84,2.3
149332,2026-01-30 20:00:00,9.33,0.73,2.13
149333,2026-01-30 20:10:00,8.97,0.7,2.08
149334,2026-01-30 20:20:00,8.54,0.57,2.09
149335,2026-01-30 20:30:00,7.74,0.47,2.08
149336,2026-01-30 20:40:00,8.74,0.65,2.13
149337,2026-01-30 20:50:00,7.9,0.5,2.07
149338,2026-01-30 21:00:00,6.78,0.32,1.8
149339,2026-01-30 21:10:00,8.53,0.61,1.19
149340,2026-01-30 21:20:00,8.84,0.69,0.89
149341,2026-01-30 21:30:00,8.31,0.61,0.81
149342,2026-01-30 21:40:00,8.51,0.64,0.57
149343,2026-01-30 21:50:00,8.26,0.6,0.54
149344,2026-01-30 22:00:00,6.7,0.31,-0.01
149345,2026-01-30 22:10:00,6,0.19,-0.53
149346,2026-01-30 22:20:00,6.43,0.24,-0.71
149347,2026-01-30 22:30:00,6.16,0.21,-0.46
149348,2026-01-30 22:40:00,6.84,0.29,-0.96
149349,2026-01-30 22:50:00,6.83,0.34,-1.06
149350,2026-01-30 23:00:00,6.56,0.25,-1.22
149351,2026-01-30 23:10:00,5.93,0.17,-1.38
149352,2026-01-30 23:20:00,5.94,0.18,-1.34
149353,2026-01-30 23:30:00,5.01,0.09,-1.48
149354,2026-01-30 23:40:00,3.99,0.04,-1.69
149355,2026-01-30 23:50:00,5.71,0.14,-1.74
149356,2026-01-31 0:00:00,4.66,0.07,-1.62
149357,2026-01-31 0:10:00,5.62,0.14,-1.61
149358,2026-01-31 0:20:00,6,0.16,-1.04
149359,2026-01-31 0:30:00,5.71,0.14,-1.17
149360,2026-01-31 0:40:00,6.02,0.19,-1.18
149361,2026-01-31 0:50:00,6.15,0.22,-1.37
149362,2026-01-31 1:00:00,5.88,0.16,-1.66
149363,2026-01-31 1:10:00,6.36,0.23,-1.21
149364,2026-01-31 1:20:00,5.48,0.15,-1.65
149365,2026-01-31 1:30:00,4.3,0.04,-2.79
149366,2026-01-31 1:40:00,4.18,0.06,-2.76
149367,2026-01-31 1:50:00,4.12,0.06,-2.31
149368,2026-01-31 2:00:00,5.34,0.13,-1.55
149369,2026-01-31 2:10:00,5.35,0.13,-1.49
149370,2026-01-31 2:20:00,5.77,0.2,-1.69
149371,2026-01-31 2:30:00,5.6,0.16,-1.54
149372,2026-01-31 2:40:00,5.61,0.15,-1.55
149373,2026-01-31 2:50:00,5.9,0.19,-1.74
149374,2026-01-31 3:00:00,5.46,0.14,-2.57
149375,2026-01-31 3:10:00,4.7,0.09,-3.15
149376,2026-01-31 3:20:00,4.78,0.1,-3.16
149377,2026-01-31 3:30:00,5.89,0.2,-2.79
149378,2026-01-31 3:40:00,4.6,0.1,-3.4
149379,2026-01-31 3:50:00,5.08,0.1,-3.36
149380,2026-01-31 4:00:00,4.93,0.11,-3.37
149381,2026-01-31 4:10:00,4.34,0.07,-3.88
149382,2026-01-31 4:20:00,3.68,0.04,-3.97
149383,2026-01-31 4:30:00,4.44,0.07,-3.84
149384,2026-01-31 4:40:00,4.46,0.07,-3.45
149385,2026-01-31 4:50:00,4.72,0.07,-3.49
149386,2026-01-31 5:00:00,4.28,0.05,-3.74
149387,2026-01-31 5:10:00,4.7,0.08,-4.11
149388,2026-01-31 5:20:00,6.1,0.17,-3.83
149389,2026-01-31 5:30:00,5.71,0.13,-3.81
149390,2026-01-31 5:40:00,5.21,0.1,-3.74
149391,2026-01-31 5:50:00,5.55,0.11,-3.76
149392,2026-01-31 6:00:00,4.81,0.07,-3.8
149393,2026-01-31 6:10:00,4.84,0.07,-4.09
149394,2026-01-31 6:20:00,4.82,0.07,-4.12
149395,2026-01-31 6:30:00,5.02,0.09,-4.42
149396,2026-01-31 6:40:00,5.1,0.09,-4.2
149397,2026-01-31 6:50:00,6.33,0.23,-4.05
149398,2026-01-31 7:00:00,6.57,0.29,-3.92
149399,2026-01-31 7:10:00,7.32,0.39,-4.07
149400,2026-01-31 7:20:00,7.78,0.47,-3.77
149401,2026-01-31 7:30:00,8.34,0.61,-3.6
149402,2026-01-31 7:40:00,8.36,0.6,-3.78
149403,2026-01-31 7:50:00,7.6,0.47,-3.61
149404,2026-01-31 8:00:00,6.71,0.31,-4.32
149405,2026-01-31 8:10:00,6.77,0.32,-4.8
149406,2026-01-31 8:20:00,6.89,0.31,-4.92
149407,2026-01-31 8:30:00,8.71,0.66,-4.2
149408,2026-01-31 8:40:00,8.56,0.64,-3.59
149409,2026-01-31 8:50:00,8.55,0.64,-3.25
149410,2026-01-31 9:00:00,8.29,0.58,-2.94
149411,2026-01-31 9:10:00,8.43,0.63,-2.88
149412,2026-01-31 9:20:00,7.94,0.52,-2.52
149413,2026-01-31 9:30:00,8.47,0.6,-2.07
149414,2026-01-31 9:40:00,8.83,0.73,-1.58
149415,2026-01-31 9:50:00,10.04,0.89,-1.06
149416,2026-01-31 10:00:00,9.36,0.8,-0.27
149417,2026-01-31 10:10:00,10.36,0.94,-0.06
149418,2026-01-31 10:20:00,12.01,0.98,0.7
149419,2026-01-31 10:30:00,11.42,0.97,1.35
149420,2026-01-31 10:40:00,10.87,0.96,1.59
149421,2026-01-31 10:50:00,11.58,0.98,1.57
149422,2026-01-31 11:00:00,11.5,0.98,1.88
149423,2026-01-31 11:10:00,11.35,0.98,2.32
149424,2026-01-31 11:20:00,11.86,0.98,2.81
149425,2026-01-31 11:30:00,11.71,0.98,3.32
149426,2026-01-31 11:40:00,11.6,0.96,3.63
149427,2026-01-31 11:50:00,11.9,0.98,3.82
149428,2026-01-31 12:00:00,12.27,0.98,3.97
149429,2026-01-31 12:10:00,12.4,0.98,4.24
149430,2026-01-31 12:20:00,11.43,0.97,4.44
149431,2026-01-31 12:30:00,11.36,0.95,4.7
149432,2026-01-31 12:40:00,10.88,0.95,5.05
149433,2026-01-31 12:50:00,11.14,0.98,5.19
149434,2026-01-31 13:00:00,11.42,0.98,5.5
149435,2026-01-31 13:10:00,11.33,0.98,5.73
149436,2026-01-31 13:20:00,11.38,0.99,5.9
149437,2026-01-31 13:30:00,10.68,0.96,6.35
149438,2026-01-31 13:40:00,11.19,0.96,6.3
149439,2026-01-31 13:50:00,11.2,0.99,6.31
149440,2026-01-31 14:00:00,10.99,0.99,6.5
149441,2026-01-31 14:10:00,10.83,0.96,6.89
149442,2026-01-31 14:20:00,11.11,0.95,7.07
149443,2026-01-31 14:30:00,10.77,0.97,6.93
149444,2026-01-31 14:40:00,9.68,0.75,7.28
149445,2026-01-31 14:50:00,9.56,0.74,7.29
149446,2026-01-31 15:00:00,8.52,0.59,7.99
149447,2026-01-31 15:10:00,10.7,0.89,8.36
149448,2026-01-31 15:20:00,11.04,0.98,8.38
149449,2026-01-31 15:30:00,11.53,0.99,8.62
149450,2026-01-31 15:40:00,11.13,0.96,8.48
149451,2026-01-31 15:50:00,11.48,0.99,8.24
149452,2026-01-31 16:00:00,10.53,0.86,8.14
149453,2026-01-31 16:10:00,10.72,0.91,7.57
149454,2026-01-31 16:20:00,10.7,0.92,7.24
149455,2026-01-31 16:30:00,11.42,0.99,7.11
149456,2026-01-31 16:40:00,11.38,0.99,7.09
149457,2026-01-31 16:50:00,11.07,0.97,7.07
149458,2026-01-31 17:00:00,10.4,0.86,7.03
149459,2026-01-31 17:10:00,9.95,0.84,6.72
149460,2026-01-31 17:20:00,10.18,0.89,6.53
149461,2026-01-31 17:30:00,11.06,0.96,6.66
149462,2026-01-31 17:40:00,10.53,0.89,6.69
149463,2026-01-31 17:50:00,9.38,0.7,6.47
149464,2026-01-31 18:00:00,8.73,0.65,6.18
149465,2026-01-31 18:10:00,9.83,0.79,6.11
149466,2026-01-31 18:20:00,10.74,0.98,6
