ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
141839,2026-01-28 9:00:00,0.93,0.01,-0.89
141840,2026-01-28 9:10:00,0.85,0.01,-1.07
141841,2026-01-28 9:20:00,2.42,0.01,-0.95
141842,2026-01-28 9:30:00,2.51,0.01,-0.73
141843,2026-01-28 9:40:00,1.21,0.01,-0.66
141844,2026-01-28 9:50:00,1.23,0.01,-0.55
141845,2026-01-28 10:00:00,0.91,0.01,-0.4
141846,2026-01-28 10:10:00,0.49,0.01,-0.76
141847,2026-01-28 10:20:00,0.32,0.01,-0.8
141848,2026-01-28 10:30:00,0.52,0.01,-0.64
141849,2026-01-28 10:40:00,1.3,0.01,-0.9
141850,2026-01-28 10:50:00,1.32,0.01,-0.87
141851,2026-01-28 11:00:00,1.33,0.01,-0.56
141852,2026-01-28 11:10:00,0.85,0.01,-0.1
141853,2026-01-28 11:20:00,1.21,0.01,-0.05
141854,2026-01-28 11:30:00,0.69,0.01,0.51
141855,2026-01-28 11:40:00,1.08,0.01,0.46
141856,2026-01-28 11:50:00,1.04,0.01,0.44
141857,2026-01-28 12:00:00,0.71,0.01,0.73
141858,2026-01-28 12:10:00,0.48,0.01,1.25
141859,2026-01-28 12:20:00,0.86,0.01,1.61
141860,2026-01-28 12:30:00,0.75,0.01,1.6
141861,2026-01-28 12:40:00,1.76,0.01,1.46
141862,2026-01-28 12:50:00,2.53,0.01,1.15
141863,2026-01-28 13:00:00,3.41,0.01,0.82
141864,2026-01-28 13:10:00,3.24,0.01,0.52
141865,2026-01-28 13:20:00,2.79,0.01,0.37
141866,2026-01-28 13:30:00,2.39,0.01,0.21
141867,2026-01-28 13:40:00,1.45,0.01,0.19
141868,2026-01-28 13:50:00,0.94,0.01,0.35
141869,2026-01-28 14:00:00,0.84,0.01,0.52
141870,2026-01-28 14:10:00,0.85,0.01,0.93
141871,2026-01-28 14:20:00,1.3,0.01,1.3
141872,2026-01-28 14:30:00,1.65,0.01,1.54
141873,2026-01-28 14:40:00,2.48,0.01,1.15
141874,2026-01-28 14:50:00,3.17,0.01,0.99
141875,2026-01-28 15:00:00,4,0.01,0.48
141876,2026-01-28 15:10:00,4.1,0.01,0.32
141877,2026-01-28 15:20:00,4.12,0.01,0.11
141878,2026-01-28 15:30:00,3.07,0.01,-0.13
141879,2026-01-28 15:40:00,4.61,0.01,-0.17
141880,2026-01-28 15:50:00,6.67,0.01,-0.32
141881,2026-01-28 16:00:00,5.88,0.01,-0.43
141882,2026-01-28 16:10:00,5.82,0.01,-0.54
141883,2026-01-28 16:20:00,6.25,0.01,-0.5
141884,2026-01-28 16:30:00,5.33,0.01,-0.41
141885,2026-01-28 16:40:00,5.58,0.01,-0.31
141886,2026-01-28 16:50:00,6.9,0.01,-0.34
141887,2026-01-28 17:00:00,7.2,0.01,-0.33
141888,2026-01-28 17:10:00,6.07,0.01,0.03
141889,2026-01-28 17:20:00,5.96,0.08,-0.17
141890,2026-01-28 17:30:00,5.97,0.14,-0.36
141891,2026-01-28 17:40:00,5.86,0.13,-0.41
141892,2026-01-28 17:50:00,5.34,0.1,-0.4
141893,2026-01-28 18:00:00,6.13,0.16,-0.5
141894,2026-01-28 18:10:00,6.4,0.19,-0.67
141895,2026-01-28 18:20:00,6.46,0.2,-0.74
141896,2026-01-28 18:30:00,5.79,0.14,-0.78
141897,2026-01-28 18:40:00,5.54,0.13,-0.93
141898,2026-01-28 18:50:00,6.46,0.21,-1.05
141899,2026-01-28 19:00:00,6.84,0.28,-1.13
141900,2026-01-28 19:10:00,7.46,0.4,-1.12
141901,2026-01-28 19:20:00,7.56,0.39,-1.07
141902,2026-01-28 19:30:00,8.32,0.52,-1.02
141903,2026-01-28 19:40:00,8.65,0.59,-0.99
141904,2026-01-28 19:50:00,10.13,0.79,-0.93
141905,2026-01-28 20:00:00,10.2,0.86,-0.96
141906,2026-01-28 20:10:00,8.82,0.69,-1.07
141907,2026-01-28 20:20:00,7.9,0.53,-1.05
141908,2026-01-28 20:30:00,8.44,0.61,-1.02
141909,2026-01-28 20:40:00,10.43,0.86,-0.85
141910,2026-01-28 20:50:00,9.58,0.76,-0.63
141911,2026-01-28 21:00:00,8.56,0.62,-0.52
141912,2026-01-28 21:10:00,8.43,0.6,-0.81
141913,2026-01-28 21:20:00,8.17,0.58,-0.86
141914,2026-01-28 21:30:00,7.67,0.46,-1.14
141915,2026-01-28 21:40:00,6.79,0.27,-1.19
141916,2026-01-28 21:50:00,6.27,0.22,-1.45
141917,2026-01-28 22:00:00,6.33,0.2,-1.62
141918,2026-01-28 22:10:00,7.11,0.33,-1.84
141919,2026-01-28 22:20:00,7.57,0.46,-2.33
141920,2026-01-28 22:30:00,7.26,0.42,-2.18
141921,2026-01-28 22:40:00,6.72,0.29,-0.57
141922,2026-01-28 22:50:00,6.1,0.21,-2.21
141923,2026-01-28 23:00:00,6.16,0.26,-2.28
141924,2026-01-28 23:10:00,7.13,0.41,-2.29
141925,2026-01-28 23:20:00,6.56,0.29,-2.33
141926,2026-01-28 23:30:00,5.36,0.12,-2.42
141927,2026-01-28 23:40:00,5.08,0.11,-2.38
141928,2026-01-28 23:50:00,6.01,0.18,-2.58
141929,2026-01-29 0:00:00,6.26,0.21,-2.43
141930,2026-01-29 0:10:00,6.4,0.3,-1.92
141931,2026-01-29 0:20:00,6.74,0.34,-2.19
141932,2026-01-29 0:30:00,6.52,0.26,-2.27
141933,2026-01-29 0:40:00,6.84,0.25,-2.18
141934,2026-01-29 0:50:00,6.82,0.27,-2.16
141935,2026-01-29 1:00:00,6.32,0.18,-2.02
141936,2026-01-29 1:10:00,5.41,0.11,-1.41
141937,2026-01-29 1:20:00,5.09,0.09,-0.47
141938,2026-01-29 1:30:00,5.03,0.11,-1.08
141939,2026-01-29 1:40:00,5.56,0.14,-1.86
141940,2026-01-29 1:50:00,6.51,0.21,-1.37
141941,2026-01-29 2:00:00,6.79,0.24,-1.68
141942,2026-01-29 2:10:00,6.56,0.2,-0.63
141943,2026-01-29 2:20:00,6.39,0.21,0
141944,2026-01-29 2:30:00,6.15,0.21,0
141945,2026-01-29 2:40:00,5.91,0.17,-0.49
141946,2026-01-29 2:50:00,6.02,0.17,-1.8
141947,2026-01-29 3:00:00,5.97,0.19,-1.84
141948,2026-01-29 3:10:00,5.64,0.15,-1.82
141949,2026-01-29 3:20:00,5.82,0.17,-1.68
141950,2026-01-29 3:30:00,6.14,0.2,-1.66
141951,2026-01-29 3:40:00,6.77,0.31,-1.85
141952,2026-01-29 3:50:00,7.46,0.4,-1.78
141953,2026-01-29 4:00:00,7.1,0.31,-1.71
141954,2026-01-29 4:10:00,6.64,0.25,-1.74
141955,2026-01-29 4:20:00,5.76,0.15,-1.21
141956,2026-01-29 4:30:00,5.71,0.14,-1.65
141957,2026-01-29 4:40:00,5.63,0.11,-1.24
141958,2026-01-29 4:50:00,4.99,0.06,-2.17
141959,2026-01-29 5:00:00,5.12,0.05,-2.25
141960,2026-01-29 5:10:00,4.92,0.08,-2.21
141961,2026-01-29 5:20:00,4.61,0.06,-2.44
141962,2026-01-29 5:30:00,4.1,0.04,-2.58
141963,2026-01-29 5:40:00,3.54,0.02,-2.57
141964,2026-01-29 5:50:00,2.45,0.01,-2.85
141965,2026-01-29 6:00:00,2.89,0.01,-2.52
141966,2026-01-29 6:10:00,2.5,0.01,-2.4
141967,2026-01-29 6:20:00,3.6,0.01,-2.29
141968,2026-01-29 6:30:00,3.39,0.01,-2.41
141969,2026-01-29 6:40:00,4.07,0.02,-2.37
141970,2026-01-29 6:50:00,3.69,0.03,-2.02
141971,2026-01-29 7:00:00,3.46,0.02,-1.58
141972,2026-01-29 7:10:00,3.3,0.01,-1.55
141973,2026-01-29 7:20:00,2.81,0.01,-2.14
141974,2026-01-29 7:30:00,1.83,0.01,-2.32
141975,2026-01-29 7:40:00,1.68,0.01,-2.54
141976,2026-01-29 7:50:00,1.67,0.01,-2.61
141977,2026-01-29 8:00:00,1.29,0.01,-2.5
141978,2026-01-29 8:10:00,1.53,0.01,-2.55
141979,2026-01-29 8:20:00,1.01,0.01,-2.48
141980,2026-01-29 8:30:00,1.08,0.01,-2.33
141981,2026-01-29 8:40:00,2.04,0.01,-2.4
141982,2026-01-29 8:50:00,2.89,0.01,-2.36
141983,2026-01-29 9:00:00,2.96,0.01,-2.28
141984,2026-01-29 9:10:00,3.06,0.01,-1.95
141985,2026-01-29 9:20:00,3.61,0.01,-1.54
141986,2026-01-29 9:30:00,4.76,0.03,-0.92
141987,2026-01-29 9:40:00,5.06,0.05,-0.81
141988,2026-01-29 9:50:00,4.28,0.04,-0.32
141989,2026-01-29 10:00:00,3.91,0.03,-0.2
141990,2026-01-29 10:10:00,3.89,0.03,-0.11
141991,2026-01-29 10:20:00,4.26,0.04,0.09
141992,2026-01-29 10:30:00,4.49,0.05,-0.3
141993,2026-01-29 10:40:00,4.31,0.04,-0.23
141994,2026-01-29 10:50:00,4.38,0.04,0.08
141995,2026-01-29 11:00:00,4,0.04,0.56
141996,2026-01-29 11:10:00,3.32,0.02,1.01
141997,2026-01-29 11:20:00,2.76,0.01,1.41
141998,2026-01-29 11:30:00,1.93,0.01,1.83
141999,2026-01-29 11:40:00,1.9,0.01,1.78
142000,2026-01-29 11:50:00,2.13,0.01,1.81
142001,2026-01-29 12:00:00,1.72,0.01,2.59
142002,2026-01-29 12:10:00,1.85,0.01,3.14
142003,2026-01-29 12:20:00,2.68,0.01,3.37
142004,2026-01-29 12:30:00,4.95,0.06,2.95
142005,2026-01-29 12:40:00,7.88,0.5,3
142006,2026-01-29 12:50:00,8.88,0.69,3.41
142007,2026-01-29 13:00:00,9.08,0.72,3.47
142008,2026-01-29 13:10:00,8.84,0.66,3.73
142009,2026-01-29 13:20:00,7.94,0.52,4.13
142010,2026-01-29 13:30:00,8.76,0.66,4.04
142011,2026-01-29 13:40:00,9.06,0.73,4.14
142012,2026-01-29 13:50:00,8.8,0.64,4.5
142013,2026-01-29 14:00:00,10.57,0.91,4.27
142014,2026-01-29 14:10:00,10.29,0.93,4.32
142015,2026-01-29 14:20:00,10.27,0.91,4.41
142016,2026-01-29 14:30:00,10.56,0.9,4.51
142017,2026-01-29 14:40:00,9.85,0.8,4.65
142018,2026-01-29 14:50:00,9.3,0.75,4.79
142019,2026-01-29 15:00:00,10.16,0.89,4.67
142020,2026-01-29 15:10:00,8.92,0.68,4.99
142021,2026-01-29 15:20:00,10.25,0.85,4.77
142022,2026-01-29 15:30:00,9.93,0.85,4.85
142023,2026-01-29 15:40:00,10.06,0.81,4.83
142024,2026-01-29 15:50:00,10.77,0.92,4.68
142025,2026-01-29 16:00:00,10.2,0.84,4.68
142026,2026-01-29 16:10:00,10.32,0.92,4.51
142027,2026-01-29 16:20:00,11.42,0.98,4.25
142028,2026-01-29 16:30:00,10.63,0.94,4.17
142029,2026-01-29 16:40:00,10.89,0.97,4.03
142030,2026-01-29 16:50:00,10.99,0.97,3.95
142031,2026-01-29 17:00:00,11.08,0.97,3.84
142032,2026-01-29 17:10:00,10.76,0.95,3.72
142033,2026-01-29 17:20:00,10.84,0.96,3.61
142034,2026-01-29 17:30:00,11.03,0.97,3.35
142035,2026-01-29 17:40:00,10.92,0.94,3.08
142036,2026-01-29 17:50:00,10.9,0.96,2.93
142037,2026-01-29 18:00:00,10.48,0.92,2.85
142038,2026-01-29 18:10:00,10.63,0.91,2.72
142039,2026-01-29 18:20:00,10.26,0.88,2.59
142040,2026-01-29 18:30:00,10.49,0.93,2.54
142041,2026-01-29 18:40:00,10.44,0.92,2.62
142042,2026-01-29 18:50:00,9.4,0.77,2.47
142043,2026-01-29 19:00:00,9.78,0.84,2.4
142044,2026-01-29 19:10:00,9.69,0.82,2.27
142045,2026-01-29 19:20:00,9.96,0.86,2.22
142046,2026-01-29 19:30:00,10.59,0.97,2.18
142047,2026-01-29 19:40:00,11.44,0.99,2.18
142048,2026-01-29 19:50:00,11.86,0.99,2.17
142049,2026-01-29 20:00:00,11.44,0.99,2.22
142050,2026-01-29 20:10:00,11.56,0.99,2.21
142051,2026-01-29 20:20:00,11.27,0.99,2.2
142052,2026-01-29 20:30:00,10.98,0.98,2.13
142053,2026-01-29 20:40:00,10.98,0.95,1.93
142054,2026-01-29 20:50:00,11.12,0.99,1.61
142055,2026-01-29 21:00:00,11.65,0.99,1.51
142056,2026-01-29 21:10:00,12.24,0.99,1.37
142057,2026-01-29 21:20:00,12.14,0.99,1.32
142058,2026-01-29 21:30:00,11.98,0.99,1.24
142059,2026-01-29 21:40:00,12.8,0.99,1.06
142060,2026-01-29 21:50:00,12.49,0.99,0.96
142061,2026-01-29 22:00:00,12.42,0.99,0.91
142062,2026-01-29 22:10:00,12.37,0.99,0.89
142063,2026-01-29 22:20:00,12.11,0.99,0.81
142064,2026-01-29 22:30:00,12.14,0.99,0.81
142065,2026-01-29 22:40:00,12.19,0.99,0.78
142066,2026-01-29 22:50:00,12.83,0.99,0.82
142067,2026-01-29 23:00:00,12.57,0.99,0.78
142068,2026-01-29 23:10:00,12.19,0.99,0.68
142069,2026-01-29 23:20:00,12.28,0.99,0.58
142070,2026-01-29 23:30:00,12.47,0.99,0.51
142071,2026-01-29 23:40:00,11.81,0.99,0.43
142072,2026-01-29 23:50:00,10.91,0.99,0.36
142073,2026-01-30 0:00:00,11,0.99,0.34
142074,2026-01-30 0:10:00,11.2,0.99,0.31
142075,2026-01-30 0:20:00,10.56,0.94,0.31
142076,2026-01-30 0:30:00,10.04,0.83,0.26
142077,2026-01-30 0:40:00,9.05,0.68,0.19
142078,2026-01-30 0:50:00,8.43,0.65,0.14
142079,2026-01-30 1:00:00,8.37,0.61,0.11
142080,2026-01-30 1:10:00,8.44,0.63,0.09
142081,2026-01-30 1:20:00,8.4,0.63,0.11
142082,2026-01-30 1:30:00,8.61,0.64,0.08
142083,2026-01-30 1:40:00,9.08,0.74,-0.03
142084,2026-01-30 1:50:00,9.46,0.8,-0.14
142085,2026-01-30 2:00:00,9.84,0.89,-0.17
142086,2026-01-30 2:10:00,9.91,0.86,-0.2
142087,2026-01-30 2:20:00,9.28,0.78,-0.17
142088,2026-01-30 2:30:00,8.22,0.6,-0.25
142089,2026-01-30 2:40:00,8.27,0.59,-0.36
142090,2026-01-30 2:50:00,7.53,0.46,-0.53
142091,2026-01-30 3:00:00,7.18,0.38,-0.72
142092,2026-01-30 3:10:00,8.57,0.61,-0.49
142093,2026-01-30 3:20:00,7.83,0.46,-0.62
142094,2026-01-30 3:30:00,7.29,0.4,-0.64
142095,2026-01-30 3:40:00,7.66,0.47,-1
142096,2026-01-30 3:50:00,7.83,0.48,-1.17
142097,2026-01-30 4:00:00,7.34,0.39,-1.03
142098,2026-01-30 4:10:00,7.2,0.36,-1.32
142099,2026-01-30 4:20:00,7.02,0.37,-1.51
142100,2026-01-30 4:30:00,8.39,0.57,-1.36
142101,2026-01-30 4:40:00,7.49,0.45,-1.13
142102,2026-01-30 4:50:00,6.5,0.27,-1.39
142103,2026-01-30 5:00:00,7.5,0.46,-1.43
142104,2026-01-30 5:10:00,8.26,0.62,-1.13
142105,2026-01-30 5:20:00,8.98,0.75,-1.11
142106,2026-01-30 5:30:00,9.4,0.77,-1.07
142107,2026-01-30 5:40:00,9.6,0.8,-1.11
142108,2026-01-30 5:50:00,9.6,0.81,-1.19
142109,2026-01-30 6:00:00,9.44,0.78,-1.23
142110,2026-01-30 6:10:00,8.96,0.71,-1.27
142111,2026-01-30 6:20:00,8.53,0.66,-1.32
142112,2026-01-30 6:30:00,8.79,0.66,-1.53
142113,2026-01-30 6:40:00,9.07,0.73,-1.33
142114,2026-01-30 6:50:00,9.33,0.74,-1.33
142115,2026-01-30 7:00:00,8.62,0.66,-1.43
142116,2026-01-30 7:10:00,7.99,0.57,-1.72
142117,2026-01-30 7:20:00,7.83,0.58,-1.58
142118,2026-01-30 7:30:00,8.07,0.61,-1.72
142119,2026-01-30 7:40:00,7.45,0.46,-1.71
142120,2026-01-30 7:50:00,7.33,0.43,-1.09
142121,2026-01-30 8:00:00,8.21,0.59,-1.41
142122,2026-01-30 8:10:00,9.12,0.73,-1.69
142123,2026-01-30 8:20:00,8.1,0.57,-1.8
142124,2026-01-30 8:30:00,7.82,0.53,-1.55
142125,2026-01-30 8:40:00,7.93,0.53,-1.76
142126,2026-01-30 8:50:00,7.61,0.48,-1.79
142127,2026-01-30 9:00:00,8.01,0.51,-1.59
142128,2026-01-30 9:10:00,8.43,0.64,-1.66
142129,2026-01-30 9:20:00,9.51,0.82,-1.23
142130,2026-01-30 9:30:00,10.78,0.94,-1.01
142131,2026-01-30 9:40:00,10.62,0.95,-0.86
142132,2026-01-30 9:50:00,10.51,0.93,-0.79
142133,2026-01-30 10:00:00,10.06,0.87,-0.69
142134,2026-01-30 10:10:00,10.91,0.98,-0.63
142135,2026-01-30 10:20:00,11.09,0.99,-0.74
142136,2026-01-30 10:30:00,11.49,0.99,-0.74
142137,2026-01-30 10:40:00,10.47,0.93,-0.49
142138,2026-01-30 10:50:00,10.28,0.89,-0.27
142139,2026-01-30 11:00:00,11.74,0.99,-0.07
142140,2026-01-30 11:10:00,13.06,0.99,0.1
142141,2026-01-30 11:20:00,11.86,0.98,0.48
142142,2026-01-30 11:30:00,11.65,0.98,0.81
142143,2026-01-30 11:40:00,10.41,0.88,1.19
142144,2026-01-30 11:50:00,10.6,0.94,1.31
142145,2026-01-30 12:00:00,11.21,0.97,1.47
142146,2026-01-30 12:10:00,10.8,0.95,1.82
142147,2026-01-30 12:20:00,12.19,0.99,1.88
142148,2026-01-30 12:30:00,11.75,0.99,1.89
142149,2026-01-30 12:40:00,12.23,0.96,2.05
142150,2026-01-30 12:50:00,12.42,0.99,2.15
142151,2026-01-30 13:00:00,12.95,0.99,2.41
142152,2026-01-30 13:10:00,11.95,0.99,2.68
142153,2026-01-30 13:20:00,12.94,0.99,2.89
142154,2026-01-30 13:30:00,12.83,0.99,3.1
142155,2026-01-30 13:40:00,12.29,0.99,3.51
142156,2026-01-30 13:50:00,11.64,0.95,3.81
142157,2026-01-30 14:00:00,12.08,0.97,4.03
142158,2026-01-30 14:10:00,12.37,0.99,4.15
142159,2026-01-30 14:20:00,9.83,0.85,4.64
142160,2026-01-30 14:30:00,11.2,0.93,4.73
142161,2026-01-30 14:40:00,11.55,0.97,4.86
142162,2026-01-30 14:50:00,11.56,0.96,5.07
142163,2026-01-30 15:00:00,10.51,0.88,5.57
142164,2026-01-30 15:10:00,11.54,0.98,5.46
142165,2026-01-30 15:20:00,11.55,0.99,5.48
142166,2026-01-30 15:30:00,11.33,0.99,5.55
142167,2026-01-30 15:40:00,11.3,0.96,5.58
142168,2026-01-30 15:50:00,11.27,0.98,5.82
142169,2026-01-30 16:00:00,10.03,0.82,5.97
142170,2026-01-30 16:10:00,11.47,0.99,5.66
142171,2026-01-30 16:20:00,10.92,0.93,5.63
142172,2026-01-30 16:30:00,11.54,0.98,5.43
142173,2026-01-30 16:40:00,10.68,0.89,5.34
142174,2026-01-30 16:50:00,11.41,0.97,5.02
142175,2026-01-30 17:00:00,11.19,0.97,4.81
142176,2026-01-30 17:10:00,10.83,0.93,4.65
142177,2026-01-30 17:20:00,11.32,0.97,4.65
142178,2026-01-30 17:30:00,11.93,0.99,4.02
142179,2026-01-30 17:40:00,11.56,0.98,3.84
142180,2026-01-30 17:50:00,10.86,0.93,3.75
142181,2026-01-30 18:00:00,10.55,0.92,3.55
142182,2026-01-30 18:10:00,10.62,0.92,3.39
142183,2026-01-30 18:20:00,10.09,0.82,3.2
142184,2026-01-30 18:30:00,8.83,0.65,2.99
142185,2026-01-30 18:40:00,8.36,0.58,2.76
142186,2026-01-30 18:50:00,8.42,0.59,2.64
142187,2026-01-30 19:00:00,8.97,0.7,2.47
142188,2026-01-30 19:10:00,8.56,0.65,2.33
142189,2026-01-30 19:20:00,9.83,0.85,2.12
142190,2026-01-30 19:30:00,10.1,0.88,2.08
142191,2026-01-30 19:40:00,8.5,0.6,2.04
142192,2026-01-30 19:50:00,9.54,0.82,2.02
142193,2026-01-30 20:00:00,9.03,0.71,1.9
142194,2026-01-30 20:10:00,8.78,0.66,1.87
142195,2026-01-30 20:20:00,8.04,0.52,1.92
142196,2026-01-30 20:30:00,7.47,0.42,1.91
142197,2026-01-30 20:40:00,8.28,0.58,1.57
142198,2026-01-30 20:50:00,6.69,0.35,1.59
142199,2026-01-30 21:00:00,6,0.25,1.09
142200,2026-01-30 21:10:00,7.68,0.5,0.76
142201,2026-01-30 21:20:00,7.75,0.5,0.56
142202,2026-01-30 21:30:00,7.39,0.47,0.19
142203,2026-01-30 21:40:00,7.56,0.51,0.23
142204,2026-01-30 21:50:00,7.98,0.54,0.06
142205,2026-01-30 22:00:00,6.38,0.27,-0.12
142206,2026-01-30 22:10:00,5.89,0.17,-0.5
142207,2026-01-30 22:20:00,6.54,0.26,-0.79
142208,2026-01-30 22:30:00,6.68,0.29,-0.88
142209,2026-01-30 22:40:00,7.45,0.42,-1.14
142210,2026-01-30 22:50:00,6.78,0.33,-1.08
142211,2026-01-30 23:00:00,6.3,0.25,-1.03
142212,2026-01-30 23:10:00,5.68,0.16,-1.27
142213,2026-01-30 23:20:00,6.29,0.21,-1.43
142214,2026-01-30 23:30:00,5.32,0.14,-1.42
142215,2026-01-30 23:40:00,4.46,0.06,-1.58
142216,2026-01-30 23:50:00,5.53,0.11,-1.59
142217,2026-01-31 0:00:00,4.74,0.09,-1.59
142218,2026-01-31 0:10:00,5.55,0.14,-1.66
142219,2026-01-31 0:20:00,5.75,0.14,-1.61
142220,2026-01-31 0:30:00,5.64,0.12,-1.45
142221,2026-01-31 0:40:00,5.63,0.13,-1.32
142222,2026-01-31 0:50:00,6.07,0.21,-1.33
142223,2026-01-31 1:00:00,6.05,0.21,-1.4
142224,2026-01-31 1:10:00,6.52,0.25,-1.16
142225,2026-01-31 1:20:00,6.06,0.2,-0.95
142226,2026-01-31 1:30:00,4.18,0.05,-1.93
142227,2026-01-31 1:40:00,4.28,0.07,-2.23
142228,2026-01-31 1:50:00,4.21,0.08,-1.44
142229,2026-01-31 2:00:00,5.39,0.15,-1.39
142230,2026-01-31 2:10:00,5.31,0.14,-1.29
142231,2026-01-31 2:20:00,6,0.24,-1.41
142232,2026-01-31 2:30:00,5.97,0.21,-1.59
142233,2026-01-31 2:40:00,6.02,0.2,-1.75
142234,2026-01-31 2:50:00,5.7,0.18,-1.81
142235,2026-01-31 3:00:00,5.74,0.18,-2.57
142236,2026-01-31 3:10:00,4.9,0.11,-3
142237,2026-01-31 3:20:00,4.55,0.09,-3.16
142238,2026-01-31 3:30:00,5.64,0.17,-2.91
142239,2026-01-31 3:40:00,4.81,0.11,-2.85
142240,2026-01-31 3:50:00,5.27,0.12,-2.77
142241,2026-01-31 4:00:00,5.16,0.12,-2.98
142242,2026-01-31 4:10:00,4.33,0.07,-3.63
142243,2026-01-31 4:20:00,3.76,0.05,-3.66
142244,2026-01-31 4:30:00,4.73,0.08,-3.52
142245,2026-01-31 4:40:00,4.86,0.08,-3.14
142246,2026-01-31 4:50:00,4.81,0.07,-3.34
142247,2026-01-31 5:00:00,3.69,0.04,-3.48
142248,2026-01-31 5:10:00,4.53,0.07,-3.77
142249,2026-01-31 5:20:00,6.11,0.21,-3.62
142250,2026-01-31 5:30:00,5.34,0.12,-3.62
142251,2026-01-31 5:40:00,5.31,0.12,-3.48
142252,2026-01-31 5:50:00,5.21,0.11,-3.65
142253,2026-01-31 6:00:00,4.6,0.07,-3.61
142254,2026-01-31 6:10:00,4.85,0.1,-3.76
142255,2026-01-31 6:20:00,4.7,0.09,-3.89
142256,2026-01-31 6:30:00,5.12,0.1,-4.21
142257,2026-01-31 6:40:00,5.5,0.15,-4.06
142258,2026-01-31 6:50:00,6.85,0.36,-3.95
142259,2026-01-31 7:00:00,6.38,0.3,-4.18
142260,2026-01-31 7:10:00,7.21,0.42,-3.77
142261,2026-01-31 7:20:00,7.78,0.51,-3.76
142262,2026-01-31 7:30:00,7.48,0.53,-3.92
142263,2026-01-31 7:40:00,7.84,0.56,-3.85
142264,2026-01-31 7:50:00,7.95,0.56,-3.76
142265,2026-01-31 8:00:00,7.29,0.46,-4.08
142266,2026-01-31 8:10:00,6.81,0.36,-4.86
142267,2026-01-31 8:20:00,6.49,0.31,-5.17
142268,2026-01-31 8:30:00,8.76,0.65,-4.57
142269,2026-01-31 8:40:00,8.61,0.64,-3.91
142270,2026-01-31 8:50:00,8.07,0.59,-3.6
142271,2026-01-31 9:00:00,8.43,0.65,-2.97
142272,2026-01-31 9:10:00,8.1,0.59,-2.89
142273,2026-01-31 9:20:00,6.94,0.42,-2.77
142274,2026-01-31 9:30:00,7.33,0.44,-1.9
142275,2026-01-31 9:40:00,7.02,0.41,-1.51
142276,2026-01-31 9:50:00,8.15,0.62,-1.29
142277,2026-01-31 10:00:00,9.22,0.8,-0.66
142278,2026-01-31 10:10:00,10.63,0.96,-0.16
142279,2026-01-31 10:20:00,11.3,0.99,0.63
142280,2026-01-31 10:30:00,10.86,0.98,1.27
142281,2026-01-31 10:40:00,11.22,0.98,1.56
142282,2026-01-31 10:50:00,11.34,0.99,1.62
142283,2026-01-31 11:00:00,11.45,0.99,1.94
142284,2026-01-31 11:10:00,11.36,0.97,2.26
142285,2026-01-31 11:20:00,11.58,0.99,2.6
142286,2026-01-31 11:30:00,10.86,0.94,3.18
142287,2026-01-31 11:40:00,10.08,0.89,3.59
142288,2026-01-31 11:50:00,11.39,0.97,3.66
142289,2026-01-31 12:00:00,10.84,0.95,4.22
142290,2026-01-31 12:10:00,11.73,0.95,4.34
142291,2026-01-31 12:20:00,11.68,0.97,4.32
142292,2026-01-31 12:30:00,11.35,0.89,4.64
142293,2026-01-31 12:40:00,10.32,0.86,5.05
142294,2026-01-31 12:50:00,10.79,0.94,5
142295,2026-01-31 13:00:00,10.88,0.97,5.33
142296,2026-01-31 13:10:00,10.77,0.94,5.58
142297,2026-01-31 13:20:00,10.44,0.86,6.02
142298,2026-01-31 13:30:00,10.92,0.95,6.05
142299,2026-01-31 13:40:00,10.8,0.97,6.03
142300,2026-01-31 13:50:00,11.02,0.98,6.11
142301,2026-01-31 14:00:00,10.91,0.98,6.42
142302,2026-01-31 14:10:00,10.46,0.9,6.64
142303,2026-01-31 14:20:00,10.98,0.98,6.71
142304,2026-01-31 14:30:00,10.61,0.98,6.68
142305,2026-01-31 14:40:00,9.93,0.83,6.81
142306,2026-01-31 14:50:00,8.19,0.6,7.22
142307,2026-01-31 15:00:00,8.85,0.68,7.79
142308,2026-01-31 15:10:00,8.94,0.73,8.39
142309,2026-01-31 15:20:00,10.34,0.94,8.44
142310,2026-01-31 15:30:00,11.54,0.99,8.51
142311,2026-01-31 15:40:00,11.55,0.96,8.37
142312,2026-01-31 15:50:00,11.06,0.95,8.13
142313,2026-01-31 16:00:00,11.03,0.92,7.79
142314,2026-01-31 16:10:00,9.32,0.71,7.39
142315,2026-01-31 16:20:00,10.66,0.89,6.98
142316,2026-01-31 16:30:00,11.63,0.99,6.85
142317,2026-01-31 16:40:00,9.65,0.76,6.89
142318,2026-01-31 16:50:00,9.92,0.8,6.73
142319,2026-01-31 17:00:00,9.59,0.73,6.61
142320,2026-01-31 17:10:00,9.42,0.74,6.45
142321,2026-01-31 17:20:00,9.66,0.78,6.36
142322,2026-01-31 17:30:00,10.24,0.9,6.3
142323,2026-01-31 17:40:00,10.47,0.9,6.2
142324,2026-01-31 17:50:00,9.5,0.74,6.02
142325,2026-01-31 18:00:00,9.49,0.74,5.9
142326,2026-01-31 18:10:00,10.7,0.92,5.88
142327,2026-01-31 18:20:00,10.39,0.88,5.86
